ID_OREGANO:18333	PHARMGKB	MESH	 SNOMEDCT	 UMLS	 NDFRT	 MEDDRA	SNOMEDCT	NDFRT	 MESH	MEDDRA	UMLS	ORPHANET	ICD-11	ICD-10	OMIM	GARD
DISEASE:320	PA165108470	D001765	66379009	C0005750	N0000000572	10005166										
DISEASE:321	PA165108506	D016585	419760006	C0085166	N0000003443	10004055										
DISEASE:322	PA166048774							N0000000526								
DISEASE:323	PA165109097	D001449	26121002	C0004698	N0000000529											
DISEASE:324	PA165108235	D004605	91586009	C0013884	N0000001063	10016675										
DISEASE:325	PA165108879	D020852	48982009	C0752235	N0000004209											
DISEASE:326	PA447082	D020788	5619004	C0752166	N0000004188	10048680				10056715	C0752166	110	5A61.0	Q87.8		6866;820;10209;10210;10211;821
DISEASE:327	PA443481	D001471	196609006;235597001;302914006	C0004763	N0000000531	10004134										
DISEASE:328	PA166048793							N0000000534								
DISEASE:329	PA443485	D001478	69408002	C0004779	N0000000535	10062804										
DISEASE:330	PA443486	D001480	70835005	C0004782	N0000000536											
DISEASE:331	PA165108597	D020145	195165005	C0472377	N0000004002	10067057										
DISEASE:332	PA165108540	D002281	254702000	C0007118	N0000000668	10004154										
DISEASE:333	PA443487	D001506	81780002	C0004903	N0000000537	10050344				10050344	C0004903;C1851719	116	LD2C	Q87.3	130650	3343
DISEASE:334	PA166048807							N0000000539								
DISEASE:335	PA165109104	D020330	193093009	C0376175	N0000004113	10004223										
DISEASE:336	PA165108459	D010390	200915000	C0030804	N0000002345	10004294										
DISEASE:337	PA443489	D001602	36656008	C0005122	N0000000540	10004481										
DISEASE:338	PA443490	D001606	234478007;54569005	C0005129	N0000000541	10057473				10057473	C0005129;C1856447;C1856448;C2713537;C3278148	274	3B62.01	D69.1	231200	2470
DISEASE:339	PA165108596	D044905	238047006	C0342849	N0000011047							118	5C56.21	E77.1		869
DISEASE:340	PA446432	D017086	65959000;79592006	C0005283	N0000003523	10004505				10043391	C0005283	848	3A50.2	D56.1	613985	871
DISEASE:341	PA165109059	D001649	197455006	C0005395	N0000000544	10004606										
DISEASE:342	PA443494	D001650		C0005396	N0000000545											
DISEASE:343	PA443497	D001656	204783004;77480004	C0005411	N0000000548	10003650				10003650	C0005411	30391	LB20.21	Q44.2		12010
DISEASE:344	PA165108402	D001657	197432008	C0005416	N0000000549	10056529										
DISEASE:345	PA165108573	D001660	266544009	C0005424	N0000000551	10004676										
DISEASE:346	PA166128807	D001661														
DISEASE:347	PA165108929	D052018	439960005	C2267227	N0000171706	10006550										
DISEASE:348	PA165108373	D028921	8808004	C0220754	N0000010998					10071434	C0220754;C1854698	79241	5C50.E0	E53.8	253260	894
DISEASE:349	PA165108413	D028922	15307001	C0268581	N0000010962											
DISEASE:350	PA447199	D001714	13746004;191646009;191647000;191654006	C0005586	N0000000553	10004908										
DISEASE:351	PA165108359	D001716	195987000	C0005592	N0000000554	10004941				10004941	C0031903	99908	CA70.2	J67.2		
DISEASE:352	PA443504	D001720	206256001;56110009	C0005604	N0000000555	10004954										
DISEASE:353	PA166048721							N0000000557								
DISEASE:354	PA166278521									10055181						
DISEASE:355	PA165108239	D001742	56625005	C0005681	N0000000558	10004984										
DISEASE:356	PA165108981	D001744	197830007	C0005683	N0000000559	10005001										
DISEASE:357	PA165108131	D001745	197897007	C0005686	N0000000560	10061011										
DISEASE:358	PA165108703	D001748	416991005	C0005694	N0000000563	10005053										
DISEASE:359	PA443514	D001752	278180008;413656006	C0005699	N0000000566	10053747										
DISEASE:360	PA165108997	D016776	421204004	C0085313	N0000003480	10005091										
DISEASE:361	PA165108752	D001759	187071002	C0005716	N0000000568	10005094										
DISEASE:362	PA165108410	D001759	187075006	C0005716	N0000000568	10005094										
DISEASE:363	PA443517	D001762	193909003;193910008;193925008;41446000	C0005741	N0000000569	10005148										
DISEASE:364	PA443518	D001763	11934000;193943007;193945000	C0005745	N0000000570	10005157				10015995;10037272		98578				
DISEASE:365	PA443519	D001764	59026006	C0005747	N0000000571	10005159										
DISEASE:366	PA443521	D001766	277675000	C0456909	N0000000573	10005161										
DISEASE:367	PA446850	D019575	68574006	C0155320	N0000003941	10005177										
DISEASE:368	PA443522	D001768	287129000;339008;408764000	C0005758	N0000000574	10005191										
DISEASE:369	PA443523	D001778	191303002;362970003;64779008	C0005779	N0000000575	10064732										
DISEASE:370	PA166048815							N0000003354								
DISEASE:371	PA166048906							N0000000577								
DISEASE:372	PA165108318	D006465	95554005	C0019065	N0000001477	10067674										
DISEASE:373	PA443527	D001816	4434006	C0005859	N0000000579						C0005859;C4746755	125	4A01.31	Q87.1	210900	915
DISEASE:374	PA165108851	D004753	68246002	C0014342	N0000001107											
DISEASE:375	PA446726	D018438		C0242645	N0000003815	10059126										
DISEASE:376	PA443530	D001836	248346009	C0005911	N0000000582											
DISEASE:377	PA443531	D001845	112643007;203465002;203466001;203467005;203472001;66954000	C0005937	N0000000583	10005952										
DISEASE:378	PA446738	D018488		C0242699	N0000003827											
DISEASE:379	PA166128365	D015519														
DISEASE:380	PA443532	D001847	274145000;308147009;76069003	C0005940	N0000000584	10005956										
DISEASE:381	PA443533	D001848	371521007	C0005941	N0000000585	10005955										
DISEASE:382	PA166048772							N0000000587								
DISEASE:383	PA443536	D001851	50279003	C0005944	N0000000588	10058972										
DISEASE:384	PA166048762							N0000000589								
DISEASE:385	PA443538	D001859	115239009;126537000	C0005967	N0000000590	10005995										
DISEASE:386	PA443539	D001862	22200009	C0005974	N0000000591											
DISEASE:387	PA165108632	D054850	239952006	C1956089	N0000181261	10006012										
DISEASE:388	PA447200	D001883	20010003	C0006012	N0000000593	10006033										
DISEASE:389	PA443542	D001890		C0006023	N0000011095											
DISEASE:390	PA165109092	D004810	69869002	C0014481	N0000001119											
DISEASE:391	PA165108982	D048090	421724004	C1449809	N0000010942											
DISEASE:392	PA447131	D020968	72893007	C0221759	N0000004238	10006072										
DISEASE:393	PA447051	D020516	3548001	C0700251	N0000004157	10065417										
DISEASE:394	PA162168980			C0432228			254088006									
DISEASE:395	PA443548	D001919	42177007;48867003	C0428977	N0000000600	10006093										
DISEASE:396	PA443549	D001922		C0006105	N0000000601	10006105										
DISEASE:397	PA443550	D001924	110030002;209832007;81371004	C0006107	N0000000602	10054790										
DISEASE:398	PA166048799							N0000000603								
DISEASE:399	PA443552	D001926		C0006110	N0000000604	10049054										
DISEASE:400	PA443553	D001927	81308009	C0006111	N0000000605	10006119										
DISEASE:401	PA443554	D001928	50122000	C0006112	N0000000606	10062190										
DISEASE:402	PA443555	D001929		C1527311	N0000000607	10006121										
DISEASE:403	PA447053	D020520		C0751955	N0000004159											
DISEASE:404	PA443556	D001930	2470005;262686008	C0270611	N0000000608	10056389										
DISEASE:405	PA166048888							N0000004046								
DISEASE:406	PA443671	D002545	389100007	C0007786	N0000000723											
DISEASE:407	PA443557	D001932	126952004;189537005	C0006118	N0000000609	10061019										
DISEASE:408	PA165108791	D020526	230697005	C0521542	N0000004162	10006147										
DISEASE:409	PA446995	D020295	126961004	C0677866	N0000004100											
DISEASE:410	PA446817	D019280	290006	C0265234	N0000003908					10071135	C0265234;C4551702	107	LD2F.1Y	Q87.8	113650	10147
DISEASE:411	PA443559	D001941	198129001;79604008	C0006145	N0000000611	10061021										
DISEASE:412	PA443560	D001943	126926005	C1458155	N0000000612	10006279										
DISEASE:413	PA446745	D018567	126937006	C0242788	N0000003834	10006282										
DISEASE:414	PA166159453									10006313						
DISEASE:415	PA165108571	D001948	254859006	C0006160	N0000000613											
DISEASE:416	PA443562	D001982	41427001	C0006261	N0000000614	10064913										
DISEASE:417	PA446342	D016535		C0085129	N0000003431	10066091										
DISEASE:418	PA443565	D001986	4386001	C0006266	N0000000617	10006443										
DISEASE:419	PA443566	D001987	12295008;195986009	C0006267	N0000000618	10006445										
DISEASE:420	PA443567	D001988	4120002	C0006271	N0000000619	10006448										
DISEASE:421	PA165108140	D001989	31886003	C0006272	N0000000620	10049202										
DISEASE:422	PA443570	D001991	195940007;266354009;32398004	C0006277	N0000000622	10006451										
DISEASE:423	PA447180	D029481	195956002;63480004	C0008677	N0000010959	10006458										
DISEASE:424	PA443572	D001996	266352008;396285007	C0006285	N0000000624	10006441										
DISEASE:425	PA165109162	D001997	67569000	C0006287	N0000000625	10006475				10006475	C0006287	70589	KB29.0	P27.1		5962
DISEASE:426	PA165108757	D018437	27982003	C0242644	N0000003814	10006491										
DISEASE:427	PA443575	D002006	186310006;75702008	C0006309	N0000000627	10006495				10006500	C0006309	1304	1B95	A23.3;A23.8;A23.9;A23.0;A23.1;A23.2		5966
DISEASE:428	PA159018367	D053840	418818005	C1142166	N0000181195	10059027				10059027	C1142166;C2748542;C4551804	130	BC65.1	I49.8	601144	1030
DISEASE:429	PA443577	D002012	191983006;90207007	C0006325	N0000000629	10006514										
DISEASE:430	PA444433	D006502	82385007	C0856761	N0000001497	10006536				10006537	C0856761;C0546323	131	DB98.5	I82.0	600880	5968
DISEASE:431	PA445234	D010244	54304004	C0030442	N0000002304	10006542						56965		G12.2		
DISEASE:432	PA447201	D002032		C0006370	N0000000630	10006549										
DISEASE:433	PA443578	D002037	195048003;6374002	C0006384	N0000000631	10005268										
DISEASE:434	PA443580	D002051	118617000;188509006;188518008;22197008;397400006;77381001	C0006413	N0000000633	10067184										
DISEASE:435	PA443582	D002056	125666000;212129000;212139006;48333001	C0006434	N0000000635	10006634										
DISEASE:436	PA165109030	D002062	268000007	C0006444	N0000000639	10006809										
DISEASE:437	PA443588	D002100	207558009;238108007	C0006625	N0000000641	10006895										
DISEASE:438	PA443589	D002102	261244009;406139003	C0006629	N0000000642											
DISEASE:439	PA166048786							N0000000643								
DISEASE:440	PA446803	D019080	201281002	C0221263	N0000003893	10006926										
DISEASE:441	PA165108202	D036982	55260003	C0158322	N0000010996	10006933										
DISEASE:442	PA165108112	D002115	237900002	C0006666	N0000000645	10051714										
DISEASE:443	PA443594	D002137	125243009;384600008;56381008	C0006736	N0000000647											
DISEASE:444	PA165108121	D004670	417075004	C0014053	N0000001077	10007032										
DISEASE:445	PA165108307	D004670	418531007	C0014053	N0000001077	10007032										
DISEASE:446	PA166048735							N0000000649								
DISEASE:447	PA443898	D003966	34643004	C0011989	N0000000962						C0011989	1328	LD24.1Y	Q78.3	131300	1072
DISEASE:448	PA446551	D017825	80544005	C0206307	N0000003642	10067608				10067608	C0206307	141	5C50.E1	E75.2	271900	5984
DISEASE:449	PA165108744	D002181	266155003	C0700345	N0000000654	10007164										
DISEASE:450	PA443597	D002177	187024008;78048006	C0006840	N0000000650	10007134										
DISEASE:451	PA443598	D002178	234568006	C0006845	N0000000651	10009007				10009007	C0006845	1334	1F23.14	B37.2		1077
DISEASE:452	PA443599	D002179	49883006	C0006846	N0000000652	10007141										
DISEASE:453	PA443600	D002180	79740000	C0006849	N0000000653	10007138										
DISEASE:454	PA165109074	D019559	87730004	C0343084	N0000003934	10068429				10007196	C0343084	188	BD5Y	I78.8		1084
DISEASE:455	PA446795	D018981	238049009	C0282577	N0000003885											
DISEASE:456	PA166048803							N0000000659								
DISEASE:457	PA165108233	D002270	200602006	C0007078	N0000000661	10007247										
DISEASE:458	PA443608	D002275	36222008	C0007093	N0000000662	10069010										
DISEASE:459	PA443609	D002276	189607006	C0007095	N0000000663	10007271										
DISEASE:460	PA443610	D002277	68453008	C0007097	N0000000664	10007284										
DISEASE:461	PA446643	D018267	45410002	C0206685	N0000003734	10064646										
DISEASE:462	PA443826	D003528	11671000	C0010606	N0000000887	10053231										
DISEASE:463	PA446579	D018196	403902008;59367005	C0206623	N0000003670	10068873										
DISEASE:464	PA443613	D002280	1338007;254701007;275265005	C0007117	N0000000667	10004146										
DISEASE:465	PA443616	D002283		C0007121	N0000000670											
DISEASE:466	PA446646	D018270	408643008;58477004	C1134719	N0000011015	10006235										
DISEASE:467	PA443619	D002286		C0007125	N0000000673											
DISEASE:468	PA446619	D018236	28047004	C0206659	N0000003710						C0206659	180226		C22.7;C71.9		5140
DISEASE:469	PA444447	D006528	109841003;187769009;25370001	C0019204	N0000001511	10049010				10049010	C2239176	88673	2C12.02	C22.0		
DISEASE:470	PA443611	D002278	109355002;189359006;68956006	C0007099	N0000000665	10061450										
DISEASE:471	PA443618	D002285	109889007;278053004;86616005	C0007124	N0000000672	10007360										
DISEASE:472	PA446660	D018287	22687000	C0206704	N0000003751											
DISEASE:473	PA446774	D018827		C0243038	N0000003864											
DISEASE:474	PA446648	D018275	278054005;89740008	C0206692	N0000003739	10024750										
DISEASE:475	PA446649	D018276	32913002	C0206693	N0000003740											
DISEASE:476	PA446651	D018278	253000007;55937004	C0206695	N0000003742	10057270										
DISEASE:477	PA443622	D002289	254637007	C0007131	N0000000676	10061873										
DISEASE:478	PA165108478	D018273	254612002	C1328479	N0000003738	10025997										
DISEASE:479	PA447138	D021441		C0887833	N0000004241											
DISEASE:480	PA443623	D002291	25910003	C0007133	N0000000677											
DISEASE:481	PA443624	D002292	41607009	C0007134	N0000000678	10001174				10067946	C1266044;C0007134	247203;217071	2C90.0	C64		9573;8417
DISEASE:482	PA446661	D018288	74364000;76817009	C0262584	N0000003752	10029882										
DISEASE:483	PA443626	D002294	28899001;402815007	C0007137	N0000000680	10007349										
DISEASE:484	PA443627	D002295	27090000	C0007138	N0000000681	10007477										
DISEASE:485	PA444115	D005117	195097007;266246005;29717002;33413000	C0340464	N0000001177	10014150										
DISEASE:486	PA165108883	D001145	195107004	C0003811	N0000000469	10003119										
DISEASE:487	PA165108498	D004489	89555002	C0013608	N0000001058	10049641										
DISEASE:488	PA443629	D002303	86318000	C0007166	N0000000683	10007595										
DISEASE:489	PA165109181	D002305	35304003	C0007177	N0000000684	10007610										
DISEASE:490	PA152208657			C1275081			403770008									
DISEASE:491	PA444369	D006332	195129000;8186001	C0018800	N0000001433	10007632										
DISEASE:492	PA445018	D009202	195037005;57809008;85898001	C0878544	N0000011137	10007635										
DISEASE:493	PA443632	D002311	195021004;399020009	C0007193	N0000000686	10009836				10056370	C0007193	217604	BC43.0	I42.0		
DISEASE:494	PA443633	D002312	233873004;45227007	C0007194	N0000000687	10020203				10020871	C0007194	217569				
DISEASE:495	PA447157	D024741		C0949658	N0000011119						C1969443;C0949658;C0205700;C0700053;C3495498	746;99739	5C52.01	G71.3	192600;609015	3684
DISEASE:496	PA165108588	D009202	195037005	C0878544	N0000011137	10007635										
DISEASE:497	PA443634	D002313	415295002;90828009	C0007196	N0000000688	10038748				10038748	C0007196	217632	BC43.2			
DISEASE:498	PA166128121	D066126														
DISEASE:499	PA446717	D018376	268319008;9904008	C0243050	N0000003808	10061054										
DISEASE:500	PA443635	D002318	105980002;49601007	C0007222	N0000000689	10007648										
DISEASE:501	PA165109068	D013589	186883005	C0039130	N0000002882	10007658										
DISEASE:502	PA446381	D016767;C531647	111331000	C0162510	N0000003472	10007671				10013003	C0162510	53035	LB20.00	Q44.6		6002
DISEASE:503	PA443636	D002340	371160000	C0007273	N0000000690	10061744										
DISEASE:504	PA165108382	D020212	210777001	C0160680	N0000004050	10022161										
DISEASE:505	PA165108743	D020212	210776005	C0160680	N0000004050	10022161										
DISEASE:506	PA165108534	D020216	302213007	C0238045	N0000004053	10060767										
DISEASE:507	PA446414	D016893	64586002	C0007282	N0000003505	10007687										
DISEASE:508	PA443639	D002349	246611002;57406009	C0007286	N0000000693	10007697										
DISEASE:509	PA443640	D002357	50927007	C0007302	N0000000694	10007707										
DISEASE:510	PA443643	D002375		C0007370	N0000000696	10007736										
DISEASE:511	PA443645	D002386	128306009;193570009;193623003;247053007	C0086543	N0000000698	10007739										
DISEASE:512	PA166048909							N0000000700								
DISEASE:513	PA165108545	D012560	191550007	C0036344	N0000002691	10007780										
DISEASE:514	PA166123311						419671004									
DISEASE:515	PA165108794	D002372	79974007	C0007361	N0000000695	10004283				10007729	C0007361	50839	1B98	A28.1		27
DISEASE:516	PA166048911							N0000000701								
DISEASE:517	PA443652	D002446	197481005;275404008;396331005	C0007570	N0000000704	10007864										
DISEASE:518	PA443653	D002471		C0007621	N0000000705											
DISEASE:519	PA443655	D002481	128045006;200693005;385627004	C0007642	N0000000707	10007882										
DISEASE:520	PA165108464	D017213	30512007	C0162644	N0000003554											
DISEASE:521	PA165108693	D020210	282787000	C0560651	N0000004048	10054839										
DISEASE:522	PA166048827							N0000004196								
DISEASE:523	PA443657	D002493	23853001;267700003	C0007682	N0000000709	10007943										
DISEASE:524	PA166048894							N0000004105								
DISEASE:525	PA443658	D002494	128117002	C0007684	N0000000710	10061036										
DISEASE:526	PA446345	D016543	126951006	C0085136	N0000003434	10007958										
DISEASE:527	PA165108747	D017590	6807001	C0206083	N0000003611	10007968										
DISEASE:528	PA443659	D002524	267586009;85102008	C0007758	N0000000711	10003592										
DISEASE:529	PA443660	D002526	223176004;224186005	C0007760	N0000000712	10051087										
DISEASE:530	PA446362	D016657	230724001	C0085220	N0000003453	10068044										
DISEASE:531	PA166048784							N0000000719								
DISEASE:532	PA165108578	D020019	230215006	C0338437	N0000003985	10058443										
